,Data As Of,Group,State,Age Group
586,07/07/2021,By Total,Georgia,30-39 years
587,07/07/2021,By Total,Georgia,35-44 years
588,07/07/2021,By Total,Georgia,40-49 years
589,07/07/2021,By Total,Georgia,45-54 years
590,07/07/2021,By Total,Georgia,50-64 years
591,07/07/2021,By Total,Georgia,55-64 years
592,07/07/2021,By Total,Georgia,65-74 years
593,07/07/2021,By Total,Georgia,75-84 years
594,07/07/2021,By Total,Georgia,85 years and over
595,07/07/2021,By Total,Georgia,All Ages
596,07/07/2021,By Total,Georgia,Under 1 year
597,07/07/2021,By Total,Georgia,0-17 years
598,07/07/2021,By Total,Georgia,1-4 years
599,07/07/2021,By Total,Georgia,5-14 years
600,07/07/2021,By Total,Georgia,15-24 years
601,07/07/2021,By Total,Georgia,18-29 years
602,07/07/2021,By Total,Georgia,25-34 years
603,07/07/2021,By Total,Georgia,30-39 years
604,07/07/2021,By Total,Georgia,35-44 years
605,07/07/2021,By Total,Georgia,40-49 years
606,07/07/2021,By Total,Georgia,45-54 years
607,07/07/2021,By Total,Georgia,50-64 years
608,07/07/2021,By Total,Georgia,55-64 years
609,07/07/2021,By Total,Georgia,65-74 years
610,07/07/2021,By Total,Georgia,75-84 years
611,07/07/2021,By Total,Georgia,85 years and over
612,07/07/2021,By Total,Hawaii,All Ages
613,07/07/2021,By Total,Hawaii,Under 1 year
614,07/07/2021,By Total,Hawaii,0-17 years
615,07/07/2021,By Total,Hawaii,1-4 years
616,07/07/2021,By Total,Hawaii,5-14 years
617,07/07/2021,By Total,Hawaii,15-24 years
618,07/07/2021,By Total,Hawaii,18-29 years
619,07/07/2021,By Total,Hawaii,25-34 years
620,07/07/2021,By Total,Hawaii,30-39 years
621,07/07/2021,By Total,Hawaii,35-44 years
622,07/07/2021,By Total,Hawaii,40-49 years
623,07/07/2021,By Total,Hawaii,45-54 years
624,07/07/2021,By Total,Hawaii,50-64 years
625,07/07/2021,By Total,Hawaii,55-64 years
626,07/07/2021,By Total,Hawaii,65-74 years
627,07/07/2021,By Total,Hawaii,75-84 years
628,07/07/2021,By Total,Hawaii,85 years and over
629,07/07/2021,By Total,Hawaii,All Ages
630,07/07/2021,By Total,Hawaii,Under 1 year
631,07/07/2021,By Total,Hawaii,0-17 years
632,07/07/2021,By Total,Hawaii,1-4 years
633,07/07/2021,By Total,Hawaii,5-14 years
634,07/07/2021,By Total,Hawaii,15-24 years
635,07/07/2021,By Total,Hawaii,18-29 years
636,07/07/2021,By Total,Hawaii,25-34 years
637,07/07/2021,By Total,Hawaii,30-39 years
638,07/07/2021,By Total,Hawaii,35-44 years
639,07/07/2021,By Total,Hawaii,40-49 years
640,07/07/2021,By Total,Hawaii,45-54 years
641,07/07/2021,By Total,Hawaii,50-64 years
642,07/07/2021,By Total,Hawaii,55-64 years
643,07/07/2021,By Total,Hawaii,65-74 years
644,07/07/2021,By Total,Hawaii,75-84 years
645,07/07/2021,By Total,Hawaii,85 years and over
646,07/07/2021,By Total,Hawaii,All Ages
647,07/07/2021,By Total,Hawaii,Under 1 year
648,07/07/2021,By Total,Hawaii,0-17 years
649,07/07/2021,By Total,Hawaii,1-4 years
650,07/07/2021,By Total,Hawaii,5-14 years
651,07/07/2021,By Total,Hawaii,15-24 years
652,07/07/2021,By Total,Hawaii,18-29 years
653,07/07/2021,By Total,Hawaii,25-34 years
654,07/07/2021,By Total,Hawaii,30-39 years
655,07/07/2021,By Total,Hawaii,35-44 years
656,07/07/2021,By Total,Hawaii,40-49 years
657,07/07/2021,By Total,Hawaii,45-54 years
658,07/07/2021,By Total,Hawaii,50-64 years
659,07/07/2021,By Total,Hawaii,55-64 years
660,07/07/2021,By Total,Hawaii,65-74 years
661,07/07/2021,By Total,Hawaii,75-84 years
662,07/07/2021,By Total,Hawaii,85 years and over
663,07/07/2021,By Total,Idaho,All Ages
664,07/07/2021,By Total,Idaho,Under 1 year
665,07/07/2021,By Total,Idaho,0-17 years
666,07/07/2021,By Total,Idaho,1-4 years
667,07/07/2021,By Total,Idaho,5-14 years
668,07/07/2021,By Total,Idaho,15-24 years
669,07/07/2021,By Total,Idaho,18-29 years
670,07/07/2021,By Total,Idaho,25-34 years
671,07/07/2021,By Total,Idaho,30-39 years
672,07/07/2021,By Total,Idaho,35-44 years
673,07/07/2021,By Total,Idaho,40-49 years
674,07/07/2021,By Total,Idaho,45-54 years
675,07/07/2021,By Total,Idaho,50-64 years
676,07/07/2021,By Total,Idaho,55-64 years
677,07/07/2021,By Total,Idaho,65-74 years
678,07/07/2021,By Total,Idaho,75-84 years
679,07/07/2021,By Total,Idaho,85 years and over
680,07/07/2021,By Total,Idaho,All Ages
681,07/07/2021,By Total,Idaho,Under 1 year
682,07/07/2021,By Total,Idaho,0-17 years
683,07/07/2021,By Total,Idaho,1-4 years
684,07/07/2021,By Total,Idaho,5-14 years
685,07/07/2021,By Total,Idaho,15-24 years
686,07/07/2021,By Total,Idaho,18-29 years
687,07/07/2021,By Total,Idaho,25-34 years
688,07/07/2021,By Total,Idaho,30-39 years
689,07/07/2021,By Total,Idaho,35-44 years
690,07/07/2021,By Total,Idaho,40-49 years
691,07/07/2021,By Total,Idaho,45-54 years
692,07/07/2021,By Total,Idaho,50-64 years
693,07/07/2021,By Total,Idaho,55-64 years
694,07/07/2021,By Total,Idaho,65-74 years
695,07/07/2021,By Total,Idaho,75-84 years
696,07/07/2021,By Total,Idaho,85 years and over
697,07/07/2021,By Total,Idaho,All Ages
698,07/07/2021,By Total,Idaho,Under 1 year
699,07/07/2021,By Total,Idaho,0-17 years
700,07/07/2021,By Total,Idaho,1-4 years
701,07/07/2021,By Total,Idaho,5-14 years
702,07/07/2021,By Total,Idaho,15-24 years
703,07/07/2021,By Total,Idaho,18-29 years
704,07/07/2021,By Total,Idaho,25-34 years
705,07/07/2021,By Total,Idaho,30-39 years
706,07/07/2021,By Total,Idaho,35-44 years
707,07/07/2021,By Total,Idaho,40-49 years
708,07/07/2021,By Total,Idaho,45-54 years
709,07/07/2021,By Total,Idaho,50-64 years
710,07/07/2021,By Total,Idaho,55-64 years
711,07/07/2021,By Total,Idaho,65-74 years
712,07/07/2021,By Total,Idaho,75-84 years
713,07/07/2021,By Total,Idaho,85 years and over
714,07/07/2021,By Total,Illinois,All Ages
715,07/07/2021,By Total,Illinois,Under 1 year
716,07/07/2021,By Total,Illinois,0-17 years
717,07/07/2021,By Total,Illinois,1-4 years
718,07/07/2021,By Total,Illinois,5-14 years
719,07/07/2021,By Total,Illinois,15-24 years
720,07/07/2021,By Total,Illinois,18-29 years
721,07/07/2021,By Total,Illinois,25-34 years
722,07/07/2021,By Total,Illinois,30-39 years
723,07/07/2021,By Total,Illinois,35-44 years
724,07/07/2021,By Total,Illinois,40-49 years
725,07/07/2021,By Total,Illinois,45-54 years
726,07/07/2021,By Total,Illinois,50-64 years
727,07/07/2021,By Total,Illinois,55-64 years
728,07/07/2021,By Total,Illinois,65-74 years
729,07/07/2021,By Total,Illinois,75-84 years
730,07/07/2021,By Total,Illinois,85 years and over
731,07/07/2021,By Total,Illinois,All Ages
732,07/07/2021,By Total,Illinois,Under 1 year
733,07/07/2021,By Total,Illinois,0-17 years
734,07/07/2021,By Total,Illinois,1-4 years
735,07/07/2021,By Total,Illinois,5-14 years
736,07/07/2021,By Total,Illinois,15-24 years
737,07/07/2021,By Total,Illinois,18-29 years
738,07/07/2021,By Total,Illinois,25-34 years
739,07/07/2021,By Total,Illinois,30-39 years
740,07/07/2021,By Total,Illinois,35-44 years
741,07/07/2021,By Total,Illinois,40-49 years
742,07/07/2021,By Total,Illinois,45-54 years
743,07/07/2021,By Total,Illinois,50-64 years
744,07/07/2021,By Total,Illinois,55-64 years
745,07/07/2021,By Total,Illinois,65-74 years
746,07/07/2021,By Total,Illinois,75-84 years
747,07/07/2021,By Total,Illinois,85 years and over
748,07/07/2021,By Total,Illinois,All Ages
749,07/07/2021,By Total,Illinois,Under 1 year
750,07/07/2021,By Total,Illinois,0-17 years
751,07/07/2021,By Total,Illinois,1-4 years
752,07/07/2021,By Total,Illinois,5-14 years
753,07/07/2021,By Total,Illinois,15-24 years
754,07/07/2021,By Total,Illinois,18-29 years
755,07/07/2021,By Total,Illinois,25-34 years
756,07/07/2021,By Total,Illinois,30-39 years
757,07/07/2021,By Total,Illinois,35-44 years
758,07/07/2021,By Total,Illinois,40-49 years
759,07/07/2021,By Total,Illinois,45-54 years
760,07/07/2021,By Total,Illinois,50-64 years
761,07/07/2021,By Total,Illinois,55-64 years
762,07/07/2021,By Total,Illinois,65-74 years
763,07/07/2021,By Total,Illinois,75-84 years
764,07/07/2021,By Total,Illinois,85 years and over
765,07/07/2021,By Total,Indiana,All Ages
766,07/07/2021,By Total,Indiana,Under 1 year
767,07/07/2021,By Total,Indiana,0-17 years
768,07/07/2021,By Total,Indiana,1-4 years
769,07/07/2021,By Total,Indiana,5-14 years
770,07/07/2021,By Total,Indiana,15-24 years
771,07/07/2021,By Total,Indiana,18-29 years
772,07/07/2021,By Total,Indiana,25-34 years
773,07/07/2021,By Total,Indiana,30-39 years
774,07/07/2021,By Total,Indiana,35-44 years
775,07/07/2021,By Total,Indiana,40-49 years
776,07/07/2021,By Total,Indiana,45-54 years
777,07/07/2021,By Total,Indiana,50-64 years
778,07/07/2021,By Total,Indiana,55-64 years
779,07/07/2021,By Total,Indiana,65-74 years
780,07/07/2021,By Total,Indiana,75-84 years
781,07/07/2021,By Total,Indiana,85 years and over
782,07/07/2021,By Total,Indiana,All Ages
783,07/07/2021,By Total,Indiana,Under 1 year
784,07/07/2021,By Total,Indiana,0-17 years
785,07/07/2021,By Total,Indiana,1-4 years
786,07/07/2021,By Total,Indiana,5-14 years
787,07/07/2021,By Total,Indiana,15-24 years
788,07/07/2021,By Total,Indiana,18-29 years
789,07/07/2021,By Total,Indiana,25-34 years
790,07/07/2021,By Total,Indiana,30-39 years
791,07/07/2021,By Total,Indiana,35-44 years
792,07/07/2021,By Total,Indiana,40-49 years
793,07/07/2021,By Total,Indiana,45-54 years
794,07/07/2021,By Total,Indiana,50-64 years
795,07/07/2021,By Total,Indiana,55-64 years
796,07/07/2021,By Total,Indiana,65-74 years
797,07/07/2021,By Total,Indiana,75-84 years
798,07/07/2021,By Total,Indiana,85 years and over
799,07/07/2021,By Total,Indiana,All Ages
800,07/07/2021,By Total,Indiana,Under 1 year
801,07/07/2021,By Total,Indiana,0-17 years
802,07/07/2021,By Total,Indiana,1-4 years
803,07/07/2021,By Total,Indiana,5-14 years
804,07/07/2021,By Total,Indiana,15-24 years
805,07/07/2021,By Total,Indiana,18-29 years
806,07/07/2021,By Total,Indiana,25-34 years
807,07/07/2021,By Total,Indiana,30-39 years
808,07/07/2021,By Total,Indiana,35-44 years
809,07/07/2021,By Total,Indiana,40-49 years
810,07/07/2021,By Total,Indiana,45-54 years
811,07/07/2021,By Total,Indiana,50-64 years
812,07/07/2021,By Total,Indiana,55-64 years
813,07/07/2021,By Total,Indiana,65-74 years
814,07/07/2021,By Total,Indiana,75-84 years
815,07/07/2021,By Total,Indiana,85 years and over
816,07/07/2021,By Total,Iowa,All Ages
817,07/07/2021,By Total,Iowa,Under 1 year
818,07/07/2021,By Total,Iowa,0-17 years
819,07/07/2021,By Total,Iowa,1-4 years
820,07/07/2021,By Total,Iowa,5-14 years
821,07/07/2021,By Total,Iowa,15-24 years
822,07/07/2021,By Total,Iowa,18-29 years
823,07/07/2021,By Total,Iowa,25-34 years
824,07/07/2021,By Total,Iowa,30-39 years
825,07/07/2021,By Total,Iowa,35-44 years
826,07/07/2021,By Total,Iowa,40-49 years
827,07/07/2021,By Total,Iowa,45-54 years
828,07/07/2021,By Total,Iowa,50-64 years
829,07/07/2021,By Total,Iowa,55-64 years
830,07/07/2021,By Total,Iowa,65-74 years
831,07/07/2021,By Total,Iowa,75-84 years
832,07/07/2021,By Total,Iowa,85 years and over
833,07/07/2021,By Total,Iowa,All Ages
834,07/07/2021,By Total,Iowa,Under 1 year
835,07/07/2021,By Total,Iowa,0-17 years
836,07/07/2021,By Total,Iowa,1-4 years
837,07/07/2021,By Total,Iowa,5-14 years
838,07/07/2021,By Total,Iowa,15-24 years
839,07/07/2021,By Total,Iowa,18-29 years
840,07/07/2021,By Total,Iowa,25-34 years
841,07/07/2021,By Total,Iowa,30-39 years
842,07/07/2021,By Total,Iowa,35-44 years
843,07/07/2021,By Total,Iowa,40-49 years
844,07/07/2021,By Total,Iowa,45-54 years
845,07/07/2021,By Total,Iowa,50-64 years
846,07/07/2021,By Total,Iowa,55-64 years
847,07/07/2021,By Total,Iowa,65-74 years
848,07/07/2021,By Total,Iowa,75-84 years
849,07/07/2021,By Total,Iowa,85 years and over
850,07/07/2021,By Total,Iowa,All Ages
851,07/07/2021,By Total,Iowa,Under 1 year
852,07/07/2021,By Total,Iowa,0-17 years
853,07/07/2021,By Total,Iowa,1-4 years
854,07/07/2021,By Total,Iowa,5-14 years
855,07/07/2021,By Total,Iowa,15-24 years
856,07/07/2021,By Total,Iowa,18-29 years
857,07/07/2021,By Total,Iowa,25-34 years
858,07/07/2021,By Total,Iowa,30-39 years
859,07/07/2021,By Total,Iowa,35-44 years
860,07/07/2021,By Total,Iowa,40-49 years
861,07/07/2021,By Total,Iowa,45-54 years
862,07/07/2021,By Total,Iowa,50-64 years
863,07/07/2021,By Total,Iowa,55-64 years
864,07/07/2021,By Total,Iowa,65-74 years
865,07/07/2021,By Total,Iowa,75-84 years
866,07/07/2021,By Total,Iowa,85 years and over
867,07/07/2021,By Total,Kansas,All Ages
868,07/07/2021,By Total,Kansas,Under 1 year
869,07/07/2021,By Total,Kansas,0-17 years
870,07/07/2021,By Total,Kansas,1-4 years
871,07/07/2021,By Total,Kansas,5-14 years
872,07/07/2021,By Total,Kansas,15-24 years
873,07/07/2021,By Total,Kansas,18-29 years
874,07/07/2021,By Total,Kansas,25-34 years
875,07/07/2021,By Total,Kansas,30-39 years
876,07/07/2021,By Total,Kansas,35-44 years
877,07/07/2021,By Total,Kansas,40-49 years
878,07/07/2021,By Total,Kansas,45-54 years
879,07/07/2021,By Total,Kansas,50-64 years
880,07/07/2021,By Total,Kansas,55-64 years
881,07/07/2021,By Total,Kansas,65-74 years
882,07/07/2021,By Total,Kansas,75-84 years
883,07/07/2021,By Total,Kansas,85 years and over
884,07/07/2021,By Total,Kansas,All Ages
885,07/07/2021,By Total,Kansas,Under 1 year
886,07/07/2021,By Total,Kansas,0-17 years
887,07/07/2021,By Total,Kansas,1-4 years
888,07/07/2021,By Total,Kansas,5-14 years
889,07/07/2021,By Total,Kansas,15-24 years
890,07/07/2021,By Total,Kansas,18-29 years
891,07/07/2021,By Total,Kansas,25-34 years
892,07/07/2021,By Total,Kansas,30-39 years
893,07/07/2021,By Total,Kansas,35-44 years
894,07/07/2021,By Total,Kansas,40-49 years
895,07/07/2021,By Total,Kansas,45-54 years
896,07/07/2021,By Total,Kansas,50-64 years
897,07/07/2021,By Total,Kansas,55-64 years
898,07/07/2021,By Total,Kansas,65-74 years
899,07/07/2021,By Total,Kansas,75-84 years
900,07/07/2021,By Total,Kansas,85 years and over
901,07/07/2021,By Total,Kansas,All Ages
902,07/07/2021,By Total,Kansas,Under 1 year
903,07/07/2021,By Total,Kansas,0-17 years
904,07/07/2021,By Total,Kansas,1-4 years
905,07/07/2021,By Total,Kansas,5-14 years
906,07/07/2021,By Total,Kansas,15-24 years
907,07/07/2021,By Total,Kansas,18-29 years
908,07/07/2021,By Total,Kansas,25-34 years
909,07/07/2021,By Total,Kansas,30-39 years
910,07/07/2021,By Total,Kansas,35-44 years
911,07/07/2021,By Total,Kansas,40-49 years
912,07/07/2021,By Total,Kansas,45-54 years
913,07/07/2021,By Total,Kansas,50-64 years
914,07/07/2021,By Total,Kansas,55-64 years
915,07/07/2021,By Total,Kansas,65-74 years
916,07/07/2021,By Total,Kansas,75-84 years
917,07/07/2021,By Total,Kansas,85 years and over
918,07/07/2021,By Total,Kentucky,All Ages
919,07/07/2021,By Total,Kentucky,Under 1 year
920,07/07/2021,By Total,Kentucky,0-17 years
921,07/07/2021,By Total,Kentucky,1-4 years
922,07/07/2021,By Total,Kentucky,5-14 years
923,07/07/2021,By Total,Kentucky,15-24 years
924,07/07/2021,By Total,Kentucky,18-29 years
925,07/07/2021,By Total,Kentucky,25-34 years
926,07/07/2021,By Total,Kentucky,30-39 years
927,07/07/2021,By Total,Kentucky,35-44 years
928,07/07/2021,By Total,Kentucky,40-49 years
929,07/07/2021,By Total,Kentucky,45-54 years
930,07/07/2021,By Total,Kentucky,50-64 years
931,07/07/2021,By Total,Kentucky,55-64 years
932,07/07/2021,By Total,Kentucky,65-74 years
933,07/07/2021,By Total,Kentucky,75-84 years
934,07/07/2021,By Total,Kentucky,85 years and over
935,07/07/2021,By Total,Kentucky,All Ages
936,07/07/2021,By Total,Kentucky,Under 1 year
937,07/07/2021,By Total,Kentucky,0-17 years
938,07/07/2021,By Total,Kentucky,1-4 years
939,07/07/2021,By Total,Kentucky,5-14 years
940,07/07/2021,By Total,Kentucky,15-24 years
941,07/07/2021,By Total,Kentucky,18-29 years
942,07/07/2021,By Total,Kentucky,25-34 years
943,07/07/2021,By Total,Kentucky,30-39 years
944,07/07/2021,By Total,Kentucky,35-44 years
945,07/07/2021,By Total,Kentucky,40-49 years
946,07/07/2021,By Total,Kentucky,45-54 years
947,07/07/2021,By Total,Kentucky,50-64 years
948,07/07/2021,By Total,Kentucky,55-64 years
949,07/07/2021,By Total,Kentucky,65-74 years
950,07/07/2021,By Total,Kentucky,75-84 years
951,07/07/2021,By Total,Kentucky,85 years and over
952,07/07/2021,By Total,Kentucky,All Ages
953,07/07/2021,By Total,Kentucky,Under 1 year
954,07/07/2021,By Total,Kentucky,0-17 years
955,07/07/2021,By Total,Kentucky,1-4 years
956,07/07/2021,By Total,Kentucky,5-14 years
957,07/07/2021,By Total,Kentucky,15-24 years
958,07/07/2021,By Total,Kentucky,18-29 years
959,07/07/2021,By Total,Kentucky,25-34 years
960,07/07/2021,By Total,Kentucky,30-39 years
961,07/07/2021,By Total,Kentucky,35-44 years
962,07/07/2021,By Total,Kentucky,40-49 years
963,07/07/2021,By Total,Kentucky,45-54 years
964,07/07/2021,By Total,Kentucky,50-64 years
965,07/07/2021,By Total,Kentucky,55-64 years
966,07/07/2021,By Total,Kentucky,65-74 years
967,07/07/2021,By Total,Kentucky,75-84 years
968,07/07/2021,By Total,Kentucky,85 years and over
969,07/07/2021,By Total,Louisiana,All Ages
970,07/07/2021,By Total,Louisiana,Under 1 year
971,07/07/2021,By Total,Louisiana,0-17 years
972,07/07/2021,By Total,Louisiana,1-4 years
973,07/07/2021,By Total,Louisiana,5-14 years
974,07/07/2021,By Total,Louisiana,15-24 years
975,07/07/2021,By Total,Louisiana,18-29 years
976,07/07/2021,By Total,Louisiana,25-34 years
977,07/07/2021,By Total,Louisiana,30-39 years
978,07/07/2021,By Total,Louisiana,35-44 years
979,07/07/2021,By Total,Louisiana,40-49 years
980,07/07/2021,By Total,Louisiana,45-54 years
981,07/07/2021,By Total,Louisiana,50-64 years
982,07/07/2021,By Total,Louisiana,55-64 years
983,07/07/2021,By Total,Louisiana,65-74 years
984,07/07/2021,By Total,Louisiana,75-84 years
985,07/07/2021,By Total,Louisiana,85 years and over
986,07/07/2021,By Total,Louisiana,All Ages
987,07/07/2021,By Total,Louisiana,Under 1 year
988,07/07/2021,By Total,Louisiana,0-17 years
989,07/07/2021,By Total,Louisiana,1-4 years
990,07/07/2021,By Total,Louisiana,5-14 years
991,07/07/2021,By Total,Louisiana,15-24 years
992,07/07/2021,By Total,Louisiana,18-29 years
993,07/07/2021,By Total,Louisiana,25-34 years
994,07/07/2021,By Total,Louisiana,30-39 years
995,07/07/2021,By Total,Louisiana,35-44 years
996,07/07/2021,By Total,Louisiana,40-49 years
